id,focus,signal,slack,drag,confidence,score,lane
l001,sync drift,35,33,6,25,145,watch
l002,local state,35,34,6,55,176,watch
l003,conflict cost,35,35,6,85,207,ship
l004,form pressure,35,36,18,25,112,watch
l005,sync drift,35,37,18,55,143,watch
l006,local state,35,38,18,85,174,watch
l007,conflict cost,35,39,34,25,67,hold
l008,form pressure,35,40,34,55,98,watch
l009,sync drift,35,41,34,85,129,watch
l010,local state,60,42,6,25,229,ship
l011,conflict cost,60,43,6,55,260,ship
l012,form pressure,60,44,6,85,291,ship
l013,sync drift,60,45,18,25,196,ship
l014,local state,60,46,18,55,227,ship
l015,conflict cost,60,47,18,85,258,ship
l016,form pressure,60,48,34,25,151,watch
l017,sync drift,60,32,34,55,165,watch
l018,local state,60,33,34,85,196,ship
l019,conflict cost,85,34,6,25,296,ship
l020,form pressure,85,35,6,55,327,ship
l021,sync drift,85,36,6,85,358,ship
l022,local state,85,37,18,25,263,ship
l023,conflict cost,85,38,18,55,294,ship
l024,form pressure,85,39,18,85,325,ship
l025,sync drift,85,40,34,25,218,ship
l026,local state,85,41,34,55,249,ship
l027,conflict cost,85,42,34,85,280,ship
